productcode,productname,productweight,productprice,productdescription,productdescription_abovepricing,photourl,Mariell Link,Category,SKU,Name,Description,List Price,Cost to Us,MAP Price,Weight,No. of Images,Has Options,SincereWedding Link
3964E-MDN-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Midnight - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-MO-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Mocha - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-MR-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Maroon - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-MT-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Mint - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-OC-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Orange Creme - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-PI-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Pink - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-PL-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Plum - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-PR-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Powder Rose - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-PT-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Pewter - Pierced -,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/photos/3964E-PT-S-1.jpg,,,,,,,,,,,,
3964E-RCH-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Rose/Champagne - Pierced -,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/photos/3964E-RCH-S-1.jpg,,,,,,,,,,,,
3964E-RE-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Red - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
3964E-SH-S,Graduated Crystal Bridal Earrings w/ Colored Pearls - Shadow - Pierced - ,0.2,7.95,"These graceful graduated earrings by Mariell are handmade in the USA in your choice of 26 spectacular colors accented by delicate seed beads. We offer our Swarovski crystal and pearl earrings in both pierced and clip-on to accommodate every bride, mother of the bride & wedding party. Our fantastic low wholesale price on these earrings make them an excellent addition to your store's accessory showcase. Shown in both Rose Champagne &  Ivory. We offer a stunning coordinating necklace 3964N sold separately.","Mariell's graduated earrings are handmade using 4mm & 6mm diamond cut Swarovski crystals with a 6mm colored pearl drop. Our 1"" h earrings are available pierced or clip in 26 colors - great for bridesmaids, brides & mothers of the bride at a super price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
